invoiceAmount,invoiceDiscountAmount,invoiceProfit
249.61,13.14,31.8625
180,0,45
114,6,9.7
544.35,28.65,50.35
500,0,100
3262.83,171.73,283.792
100,0,13.04
168.84,7.04,12.8448
181.93,9.58,15.125
111.15,5.85,7.28
230,0,30
297.94,6.08,34.1796
218.1,2.2,26.497
651.84,20.16,67.44
259.7,5.3,32.2
405.18,21.33,34.375
99.75,5.25,8.75
433.2,22.8,41.2
945.75,29.25,28.01
160.36,6.68,16.6384
21.95,1.16,1.845
123.5,6.5,10.5
240.73,4.91,26.5272
53.63,0,7.56
1392.168,73.272,110.728
20,0,4.03
249.6,10.4,28.6
88.97,1.82,8.9542
190.6,0,20
159.78,1.61,19.4661
100,0,10
130,0,16.97
1382,28.2,123.116
53.6,0,7.33
225.51,11.87,18.671
666.39,20.61,70.55
320,0,48.6
329.12,10.18,34.041
115,0,11.3
280.36,14.76,23.674
60,0,12
359.1,18.9,33.18
1080.8,39.2,62.65
1343.04,55.96,127.04
170.28,1.72,22.28
30,0,6.6
644.86,19.94,65.856
330.25,0,44.25
249.68,7.72,23.938
67.36,3.55,5.555
202.35,10.65,16.41
325.86,10.08,33.0618
366.66,11.34,37.98
359.29,11.11,39.288
269.56,8.34,49.963
99.31,5.23,8.453
8747.86,364.494,1234.636
170.28,1.72,22.28
2340.6,149.4,99.6
155.56,0,20.35
289.1,5.9,38.1
220.26,2.22,29.2352
320.29,8.21,36.1875
208.84,6.46,23.291
101.18,5.33,11.175
115,0,11.3
152,0,21
140.16,5.84,13.46
179.84,5.56,17.718
120.65,6.35,10.65
1544.38,81.28,127.527
424.56,22.35,30.675
119.35,0,13.73
630.21,19.49,109.109
1097.6,22.4,93.56
1954.55,60.45,229.74
1386.71,50.3,147.105
260,0,34.5
16.64,0,2.2
993.85,20.28,113.5974
436.5,13.5,55.14
368.6,11.4,40.9
32.4,0,4.2
209.29,11.02,17.685
88.6,0,9.14
76.06,0,10.41
320.01,9.9,34.6227
290,0,37.8
175.62,3.58,19.766
49.3,0,16.83
115.59,0,15.44
78,0,8.36
1463.6,77.03,127.1285
240,0,32
441.04,23.21,41.0375
584.41,43.99,42.812
65.76,0,5.28
150,0,22.5
300.7,9.3,70.7
190,0,24.5
480,20,38.39
58,0,8.34
94,0,10.07
1200,50,50
436.94,13.51,47.7865
456.68,14.12,47.876
102.3,0,14.1
456.29,14.11,49.968
100.9,0,19.89
257.58,3.92,34.3275
469.95,12.05,50.82
452.29,13.99,46.5716
1211.71,50.49,108.022
369.69,13.01,36.8882
85.44,0,12.73
128.21,1.3,20.275
189.53,9.98,14.725
44,0,8
540.4,19.6,60.4
53.58,2.82,6.18
28,0,3.88
19,0,2.42
1746.65,63.35,172.65
138.9,1.4,16.997
181.3,3.7,18.98
200,0,21.43
400.73,10.28,41.825
129,0,19.35
60,0,8.5
422.01,8.61,47.5276
72.15,3.8,5.7225
100,0,11
586.48,30.87,53.6225
500.54,20.86,47.144
763.894,27.706,75.794
480.96,20.04,47.76
515.5744,15.9456,51.3744
120.54,2.46,15.54
1489.6,30.4,101.3
121.51,6.4,11.505
141.06,0,16.59
39.79,0.81,4.188
496.66,26.14,39.06
633.7,33.35,54.2475
444.21,13.74,45.8115
110.03,0,13.6
50,0,10
707.68,14.44,81.0776
80,0,16.28
310,0,42
55.6,0,7.6
928.14,33.66,112.337
820.23,16.74,98.5606
406.79,21.41,38.29
50,0,9
3713.84,195.47,305.235
299.25,15.75,27.75
637.74,33.57,53.735
200.05,0,26.09
1615,85,83.13
90,0,12
1402.26,73.8,127.137
366.95,11.35,36.301
189.15,5.85,15.15
1120.4,41.84,107.14936
120,0,30
50,0,11
270,0,31.5
75,0,10.34
414.33,8.46,48.8842
139.75,7.36,12.445
103,0,14
180.42,5.58,19.22
194,0,23.27
567.42,11.58,36.88
397.89,12.31,38.194
465.5,24.5,37.7
551.93,17.07,56.03
115.6,0,17.74
64.5,0,11.1
475.48,25.03,43.575
1786.39,94.02,156.3695
133,0,38.66
169.75,5.25,16.24
60,0,6
17.5,0,2.3
17.5,0,2.3
289.1,5.9,34.1
20,0,2.6
756.5,39.82,64.344
359.1,18.9,34.5
461.04,24.27,40.175
240.1,4.9,24.5
572.3,17.7,58.3
60.97,0.93,7.1715
575.84,30.31,44.2225
130,0,19.5
171,9,23.75
591.7,18.3,30.5
909.34,47.86,93.64
300,0,60
497.8,26.2,43.2
468.83,24.68,40.635
159.89,4.1,17.62025
70,0,9.93
1046.01,55.05,90.627
213.75,11.25,22.5
220.5,4.5,43.71
736.25,38.75,57.15
280.97,5.73,31.906
1200.99,63.21,38.99
334.65,10.35,8.25
26.98,1.42,2.98
141,0,25.82
1187.5,62.5,37.5
403,0,52.7
983.87,30.43,49.271
16.44,0,1.32
225.39,0,31.71
1402.2,73.8,55.58
940.9,29.1,67.9
460.6,9.4,23.5
614.98,19.02,46.24
271.6,8.4,17.05
490,10,58
140,0,18.9
80,0,10
855,45,69
154.56,13.44,7.8
360,0,18.75
465,0,24.2
330.95,0,55.49
270.88,4.13,28.075
599.63,15.38,33.825
98.5,0,13.9
199.92,4.08,32.48
60,0,10
131.1,6.9,11.3
712.69,37.51,60.69
240,10,19.8
170.24,8.96,14.39
50,0,6.53
4540,0,594.48
269.8,14.2,34.8
181,0,33.78
49.88,0,7.1
699.52,14.28,45.624
100,0,12.28
269.56,8.34,49.963
49.32,0,3.96
43.92,0,5.86
150.44,0,19.47
1447.5,52.5,101.39
18,0,2.4
249.31,5.09,50.652
179.55,9.45,15.15
77,0,10
160.64,0,21.35
558.6,11.4,83.6
30,0,6.6
621.12,25.88,58.52
25,0,3.26
189.29,1.91,21.688
772.35,40.65,77.7
133.25,0,17.92
240,0,35
70.55,0,8.17
303.61,9.39,55.34
240,0,31.3
150,0,20.25
1200,50,50
242.5,7.5,55
230.3,4.7,28.98
280,0,280
1876.95,58.05,134.67
120,0,16.2
200.9,4.1,24.9
19.5,0,2.5
120.83,2.47,15.134
160,0,21.45
220,0,25.66
559.26,14.34,66.06
50.93,1.58,7.425
999.6,20.4,79.6
431.2,8.8,49.2
313.65,9.7,35.0695
90,0,13.5
50,0,9
1200,50,50
449.79,20.21,40.79
139.68,4.32,11.48
481.12,14.88,63.42
308.75,16.25,26.14
40.67,0.83,5.07
846.72,17.28,104.92
20,0,2
861.13,45.32,79.1175
540,0,80.6
70,0,2.5
199.5,10.5,17.3
335.59,17.66,28.3375
269.5,5.5,32.5
393.47,8.03,58.35
59.93,3.15,5.446
150,0,30
169.34,7.06,16.144
130.24,2.66,19.142
100,0,13.2
330,0,38
910.86,18.59,102.501
75,0,11.26
287.61,15.14,25.3625
374.68,19.72,36.18
350.69,0,100
375,0,38.53
123,0,15.85
90,0,9
322,0,42.4
122,0,15.82
350,0,52.5
25,0,3.26
173.7,0,23.35
500.63,0,69.13
14,0,1.94
995.46,41.48,98.2624
15.24,0,1.85
1654.72,51.18,87.123
3306.29,174.02,281.235
250,0,32.5
282.63,14.88,23.825
579.53,15.47,62.53
258.18,5.27,30.151
15,0,3
62,0,8
720.19,23.81,72.192
926.82,48.78,78.42
60,0,5.45
70,0,17
140,0,15
40,0,3.6
72.33,0,9.43
692.48,25.12,68.184
80,0,7.2
929.1,48.9,79.1
25,0,3.26
30,0,3
160.05,4.95,11.55
499.82,12.82,56.524
50,0,10
580,0,42.95
1060,0,145
40,0,5.2
102.6,5.4,7.6
344.54,10.66,44.194
218.88,9.12,20.52
276.3,8.55,29.1945
679.39,28.31,62.692
50,0,10
1349.76,56.24,143.95
307.33,16.18,26.025
1140.59,47.52,105.9156
259.01,5.29,29.214
330.5125,11.9875,31.8125
270,0,30
230,0,30
210.78,4.3,22.3384
238.62,7.38,25.82
659.6,20.4,60.88
681.6,28.4,111.6
813.96,42.84,79.91
596.55,18.45,30.75
642.0764,13.1036,93.6664
180,0,45
159.36,6.64,14.96
190.06,5.88,18.9818
379.2,15.8,35.2
803.6,16.4,53.6
455.601,23.979,35.161
378.16,7.72,53.5024
30,0,4.25
116,0,15.24
218.25,6.75,26.45
677.76,28.24,63.76
1313.671,40.629,159.571
467.06,14.45,52.455
199.68,8.32,20.28
99.98,0,10.97
54,0,7.02
270,0,35.27
115.14,3.56,11.039
289.8,12.08,29.5648
70,0,11
65.6,0,8.95
475.2,14.7,50.923
72.33,0,9.43
30,0,3.9
377.69,7.71,41.712
330,0,40
481.18,9.82,55.38
19.48,0,2.38
73.5,1.5,8.5
130,0,18
288,0,37.6
99.75,5.25,8.5
120,0,15.7
99.98,0,24.5
648.27,13.23,96.97
148.03,6.98,13.175
576.04,11.76,65.444
637.32,13.01,71.8234
1306.52,68.76,112.816
179.55,9.45,16.59
551.84,11.26,56.648
339.79,5.17,53.8356
320.95,6.55,36.03
408.35,21.49,34.578
150,0,19.59
355.17,7.25,40.0316
42.88,0,5.95
797.62,28.93,79.22075
50,0,6.52
166.25,8.75,14.41
1985.52,0,260.74
60,0,9
120.18,6.33,10.175
2286.65,120.35,79.36
99.96,2.04,10.76
380,0,65
201,0,26
240.3,4.9,28.896
55.5,0,16.5
192.15,0,25.1
50,0,11.75
150,0,21.25
318.5,6.5,35.89
199.99,4.08,22.4886
100,0,10
250,0,60
199.88,5.13,20.875
111.25,5.86,8.545
528.49,27.82,45.645
317.68,16.72,28.22
90.16,1.84,10.16
674.73,20.87,127.082
432.18,8.82,48.78
400.425,21.075,32.305
20.8,0,1.92
213.72,5.48,24.82
348.84,18.36,26.24
120,0,18
50.2,0,6.54
34.1,0,4.3
160.05,4.95,16.05
399.06,12.34,62.158
2211.6,68.4,159.6
441,9,67
100,0,13.06
120,0,24
50,0,9.17
520.13,27.38,46.625
1068.79,21.81,120.698
2.6,0,0.36
1466.8,53.2,133.3
1261,39,89.85
40,0,3.6
90,0,18.75
100.04,5.27,9.435
853.6,26.4,49.05
120,0,24
104.58,0,60.91
180.34,0,43.89
137,0,50.41
20.55,0,1.65
526.02,27.69,49.215
637.9,23.14,63.1036
220,0,27.02
305.78,6.24,36.4796
27.48,0,3.8
60,0,7.8
1502.48,157.72,102.381
573.3,11.7,73.3
85,0,12
349.13,18.38,29.565
16.2,0,2.1
101.65,5.35,8.65
368.43,7.52,36.711
314.58,6.42,35.48
249.6,10.4,23.6
19.5,0,2.5
189.83,3.87,21.726
160,0,32.56
3046.08,160.32,254.58
432.65,22.77,37.639
1832.65,37.4,106.489
200,0,55
259.35,6.65,30.33
1080.8,39.2,62.65
568.1,29.9,48.14
249.3,0,34.3
2764.5,145.5,126.3
1112.04,28.51,74.98625
209,11,17.8
382.1,9.8,42.2025
1178.76,62.04,106.28
90.82,4.78,7.02
1755.7,54.3,181.7
85,0,16
534.38,28.13,56.425
106.88,5.63,12.125
439.83,14.07,45.1791
112.77,5.94,8.765
219.92,7.98,21.7435
19.52,1.03,0.6225
519.38,10.6,61.2404
198.99,2.01,32.48
1408.9,51.1,93.4
429.43,15.58,70.385
238.14,4.86,28.94
97.5,0,12.75
459.78,14.22,41.24
10,0,2
559.7,20.3,55.35
250,0,52
578.32,24.1,59.5532
399.84,12.37,42.9637
1970,0,122.62
421.89,8.61,51.31
99.81,3.09,14.413
479.18,14.82,54.78
150,0,21
19.5,0,2.5
1045.11,21.33,124.9912
501.33,10.23,56.4888
577.2,17.85,59.8485
139.68,4.32,26.98
2845.25,149.75,111
60.48,2.52,5.67
247,13,21
4247.5,223.55,331.5975
208.55,6.45,21.75
1118.04,58.84,96.156
451.25,23.75,103.06
1198.9,63.1,110.85
199.5,10.5,20.05
429.71,13.29,44.88
109.76,2.24,16.46
85.5,4.5,7.9
339.34,17.86,30.54
120,0,17
447.64,23.56,38.48
65,0,8.5
209,11,17.6
631.18,33.22,53.48
36,0,4.68
55.54,0.56,6.739
61.47,3.24,6.165
230.3,4.7,26.42
97.3,0,10.8
472.66,24.88,39.143
155.61,8.19,13.11
61,0,7.97
120.18,6.33,10.175
479.17,15.33,49.1705
55.6,0.56,6.7984
892.14,46.95,76.4655
179.9,7.5,18.704
448.88,23.63,41.475
189.15,5.85,20.45
276.36,5.64,22.36
99.17,4.13,9.628
42.81,0.87,3.3264
199.88,2.02,23.531
50.96,1.04,5.91
423.7,22.3,38.9
203.97,10.74,17.965
979.04,34.46,87.201
999.85,33.05,101.3472
570.2,39.64,40.1604
499.39,18.11,49.3875
54.9,0,6.9
623.25,32.8,52.4975
420,0,38.19
199.87,8.33,21.562
35.4,0,4.68
654.75,20.25,99
60,0,7.82
45,0,5.85
508.96,26.79,48.4625
402.53,16.77,36.558
198.99,2.01,23.99
1968.53,50.48,267.715
49.97,2.63,4.47
179.26,5.54,18.596
209.48,11.03,18.375
30,0,3
36.64,0,6.5
598.71,21.72,60.59495
384.78,11.9,32.2196
1399.8,34.42,176.94872
100,0,18
517.44,21.56,51.34
80,0,12
179.45,5.55,17.13
212.95,2.15,24.849
13,0,1.7
580.13,30.53,61.727
40,0,10
320.1,9.9,32.02
150,0,14.99
279.87,14.73,24
1147.64,47.82,110.7316
487.33,17.68,48.525
500,0,125
573.14,30.17,46.635
791,24.46,83.0662
173.7,6.3,18.55
692.27,36.44,52.765
50,0,5.2
465.5,9.5,61.67
210.6,8.21,20.145
357.06,11.04,42.457
313.7,6.4,36.518
1043.55,37.85,90.661
759.16,39.96,68.684
180.5,9.5,15.1
175,0,23.16
627.58,33.03,57.7895
357,0,43.3
93.6,0,12.4
95.7,0,12.1
150.92,3.08,16.94
240,10,65
170,0,22
120,0,18
170,0,18.2
110.3,4.6,10.404
124,0,16
139.97,4.33,14.471
18,0,2.34
1607.73,49.72,171.8765
304,16,28
610.71,32.14,56.7175
140,0,16.8
131.1,6.9,11.04
299.54,15.77,31.035
81.8,0,12.97
596.55,18.45,30.75
499.83,24.65,43.90944
6.9,0,0.9
19.93,0.62,1.0335
69.6,0,9.6
450.8,9.2,50.8
198.3,8.26,18.7076
439.65,10.35,69.65
1350.36,44.64,94.86
400.73,10.28,39.305
320.1,9.9,38.1
717.75,7.25,57.75
396.2,0,46.86
330.17,22.59075,26.99925
430.68,13.32,41.28
871.3,36.3,82.896
27,0,5.91
113.8599,1.1501,8.3799
160.88,8.47,14.1825
200.9,4.1,21.9
1302.45,68.55,110.4
220.44,9.18,21.8352
421.8,22.2,36.2
1700,0,165
370.54,11.46,41.54
7,0,1.4
170,0,18.2
412.64,12.76,42.618
197.6,0,28.83
599.63,15.38,33.825
140,0,15
191.1,3.9,22.8
970.2,19.8,71.73
79.68,3.32,7.48
796.37,24.63,91.37
50,0,6.55
1206.5,63.5,80.5
150,0,19.17
292.58,0,38.09
475,25,43
160,0,16.31
41.98,2.21,3.4305
101.37,5.34,8.615
100,0,10
60.48,2.52,5.7
160.05,4.95,16.05
555.81,17.19,61.81
2692.8,112.2,153.75
131.05,6.9,15.4925
179.55,9.45,15.23
222.95,4.55,28
500,0,150
1567.36,82.49,141.4575
149.38,4.62,15.68
500,0,170
998.96,52.58,81.613
361.48,19.03,30.475
619.83,19.17,61.59
390,0,43
12.5,0,1.63
296.7,6.06,36.595
43.89,2.31,3.69
693.84,14.16,65.45
50,0,5.36
149.77,4.63,14.568
41.8,2.2,2.84
80,0,16.28
268.03,5.47,32.53
2256,94,119.67
211.95,11.16,18.345
292.8,12.2,32.3
125,0,37.5
80.75,4.25,5.75
529.15,27.85,45.15
899.38,32.62,81.38
119.04,4.96,11.04
79.06,2.45,8.155
25,0,5
640.4,33.71,60.495
724.8975,38.1525,65.1975
142.64,0,17
2845.25,149.75,239.6
100,0,9
39.74,1.66,3.744
205.77,10.83,17.27
519.65,27.35,43.79
120.65,6.35,10.65
197.28,0,15.84
82.27,4.33,7.67
2441.5,128.5,128.8
85.54,0.86,16.436
353.02,18.58,29.82
89.82,4.73,7.6725
600.83,41.77,38.231
282.24,11.76,26.64
371.93,19.58,30.945
441.35,13.65,70.35
50,0,4.55
688.09,36.22,58.185
120,0,15.7
114,6,11
407.4,12.6,39
20,0,2.8
2798.5,101.5,169
63.18,0,9
100,0,13
100.45,3.11,9.7332
299.88,6.12,33.73
408.5,21.5,32.5
60,0,6
266,14,22.52
100.88,3.12,19.28
940.5,49.5,87.5
288.8,15.2,25.04
1250.3,40,102.5607
831.44,43.76,80.04
120,0,12.85
145.5,4.5,16.5
259.7,5.3,25.86
790.2,33.78,79.29682
159.22,8.38,12.22
739.48,20.52,84.48
891.99,62.01,63.99
219.79,8.21,69.792
159.98,1.62,19.384
109.25,5.75,5.55
341.01,17.95,26.292
516.99,27.21,48.99
2367.88,124.63,246.475
28,0,3.68
150,0,24
250,0,31.07
554.3,20.7,94.3
64.8,0,8.4
248.49,2.51,29.49
219,0,29.64
24.96,0,3.3
330.77,10.23,36.77
46,0,6
1178.38,62.02,101.68
855,45,76.5
80,0,11.98
100,0,14
121.3,6.38,10.296
3299.15,206.85,149.446
120,2.45,13.341
700.27,24.65,76.79272
42.88,0,5.85
1178.46,42.74,111.988
400.88,14.54,41.0903
300.12,9.28,32.918
105,0,19
240.69,4.91,39.488
210,0,27.79
97,0,12
66.4224,2.7676,6.1324
9.72,0,1.26
152.42,8.02,13.968
1350.36,44.64,94.86
148.41,4.59,22.01
230.3,4.7,25.06
195,0,26.7
542.59,22.61,51.902
40,0,6
483.36,25.44,41.16
61,0,7.97
637,13,32.5
140,0,18
1833.26,96.49,159.3925
120,0,16
1215.44,63.97,93.0395
232.02,7.18,23.124
80.51,2.49,7.91
171.48,9.03,16.375
732.07,38.53,61.87
12.5,0,1.63
1313.57,69.14,126.525
151.91,8,12.795
234.2,0,32.2
363.85,19.15,30.12
1331.43,70.08,105.925
190.4,0,24.8
499.2,20.8,74.2
197,0,25.6
112.7,2.3,12.7
159.9,0,20.79
110.37,2.25,12.4476
30,0,6.6
399.64,12.36,34.92
180.5,0,22.63
36,0,4.68
237,12.47,19.2965
54.88,1.12,4
209.1264,8.7136,17.2664
1223.17,37.83,144.25
199.43,4.07,22.53
377.3,7.7,45.3
161.2,0,21.5
500.52,15.48,52.08
72.33,0,9.43
112.2,0,15.24
90,0,12
1115.5,34.5,76.4
232.32,7.19,26.415
40.8,0,6.84
99,0,13.2
298.85,12.45,26.848
240.56,7.44,24.56
321.1,16.9,28.1
188.14,3.84,23.1304
274.36,14.44,24.96
294.12,15.48,28.12
419.6,22.08,36.596
340.47,10.53,31.77
339.5,10.5,39.5
879.99,46.32,102.885
3177.2,202.8,91.2
755.21,39.75,66.432
517.53,16.01,58.0538
120.98,6.37,10.4825
209.76,11.04,17.86
651.16,20.14,70.461
2303.75,121.25,197.01
115,0,12
120.5,0,16.2
168.24,5.2,26.7168
368.02,11.38,37.818
548.8,11.2,20.8
297.73,15.67,23.93
1995,105,125
229.89,7.11,26.4
450.68,23.72,42.48
633.35,19.59,73.9118
88.63,0,12.13
333.25,17.54,28.6405
32.4,1,3.478
1091.95,39.6,107.70575
120,0,18
432.73,22.78,36.225
240.1,4.9,27.1
99.75,0,13.65
170,0,18.2
80.8,0,10.5
39,0,5.5
142.5,7.5,15
872.59,45.93,72.284
50,0,8
149.32,0,17.16
60,0,5.6
5434.88,197.12,367.83
279.36,8.64,28.92
45,0,6.09
31.24,1.64,0.996
698.25,36.75,48.25
335.54,17.66,29.54
51.88,0,7.12
59.38,3.13,4.375
180.5,9.5,22.5
130,0,17
313.5,16.5,29.9
320,0,46.6
1187.5,62.5,37.5
55,0,7.4
79,0,10.3
159.25,3.25,19.81
310.4,9.6,32.35
289.24,7.42,38.8435
199.25,16.16,12.045
1147.6,60.4,97.1
673.08,20.82,70.903
418.48,22.03,40.185
199.58,2.02,24.234
839.05,25.95,76.9
450.45,11.55,52.17
1360.65,49.35,77.65
60,0,5.45
80,0,11.65
52.08,2.74,4.939
193.04,10.16,24.46
79.04,4.16,6.84
499.97,20.83,45.068
199.96,3.05,25.755
154.64,3.16,17.444
159.6,8.4,12.23
1251.77,65.88,94.0675
1330,70,112
549.91,19.94,54.45525
710.24,25.76,69.24
450.3,23.7,38.1
50.83,2.68,4.755
120,0,14.8
249.6,10.4,26
461.72,14.28,48.02
70,0,7.5
29.16,0,3.78
39,0,5
344.93,10.67,35.732
299.93,4.57,38.3825
751.4,0,183.4
46.24,0,5.95
14,0,2.2
195,0,78
13.7,0,1.1
1879.58,98.93,170.795
548.05,16.95,57.15
460.01,14.23,45.0528
189.95,0,24.8
584.79,21.21,60.79
145.04,2.96,17.12
1949.7,60.3,227.71
496.78,10.14,57.1216
50,0,5.1
659.6,20.4,87.6
230.15,8.35,25.3525
341.93,10.58,37.125
1017.6,42.4,102.6
101.4,0,15.17
1999.01,20.19,235.408
198.72,17.28,12.52
144,0,18.8
32.4,0,4.2
259.56,0,35.65
160.88,1.63,19.625
1397.26,73.54,61.86
198,0,24.9
348.23,10.77,27.39
261.51,8.09,27.412
1309.5,40.5,135.59
359.8,16.95,33.21625
159.89,1.62,19.385
19.95,1.05,3.45
364.6,0,58.4
460.6,9.4,51.6
460.75,14.25,48.03
392.75,12.15,44.153
297.35,15.65,28.89
1510.5,79.5,134.5
54,0,13
197.6,10.4,16.9
250.9,9.1,24.83
2108.62,110.98,186.82
31.37,0.97,3.2298
178.36,3.64,20.56
252.2,7.8,26.1
167.5,0,28.5
105.79,0,25.95
3610.76,190.04,306.2
361.285,19.015,32.585
189,0,25.5
760.48,40.03,64.105
886.26,46.65,75.055
87.84,0,12.18
465,0,125.5
386.25,11.95,58.904
563.68,17.43,58.8067
430,0,53.35
911.05,47.95,94.55
168,0,15.95
300.7,9.3,42.7
658.92,20.38,77.911
179.36,0,25.36
98.46,3.05,9.755
795.47,16.23,90.456
1759.78,92.62,150.43
952.32,50.12,82.298
2262,82.04,242.2486
341.38,10.56,34.6418
120.96,0,15.78
350.46,3.54,42.66
227.7,0,31.7
296.305,15.595,26.745
140.98,7.42,11.08
499.55,15.45,71.55
29.25,0,4.8
130,0,15.46
1200,50,50
399.9,14.5,44.796
70,0,9.17
1149.53,29.48,101.725
114.76,2.34,12.758
40.18,0.82,4.58
130,0,17.93
648.93,20.07,36.93
100.6,0,13.8
50,0,6
1830.65,96.35,154.55
1421.97,74.84,125.1495
2688.5,141.5,148.82
248.55,7.69,26.9328
120,5,12.9
80,0,19.6
130.95,4.05,14.95
54,0,7.02
199.98,10.53,15.175
1253.62,65.98,108.22
130,0,17.93
149.63,7.88,14.925
700.7,14.3,67.38
499.2,20.8,47.35
160,0,23.75
150,0,22.5
146.4,0,20.8
50,0,6.2
283.15,0,37.77
170.52,3.48,20.92
159.98,1.62,19.384
112.1,5.9,9.5
626.1,32.95,50.9975
238.63,4.87,30.56
304.24,16.01,25.9875
222.9,0,29.78
1899.94,23.08,171.02376
120.98,6.37,10.4825
327.18,10.12,32.801
91.5,0,11.86
334.35,0,44.67
708.1,21.9,58.1
76.47,2.37,8.0348
2351.25,123.75,192.98
90.74,1.85,15.2682
125,0,12.5
600.5,28.3,54.604
52.82,2.78,4.82
269.5,5.5,19.6
999.35,52.6,79.9525
140.58,6.62,12.876
50.64,2.67,4.585
540.82,16.73,60.0735
211.38,11.13,18.075
289.06,8.94,30.22
95,0,10.64
50,0,16.5
458.88,19.12,40.88
781.02,28.33,82.77275
702.24,36.96,52.94
144.31,7.6,11.445
7268.31,382.54,392.8275
788.17,41.48,71.3675
220.5,4.5,20.5
110.78,4.62,11.184
627.29,33.02,52.835
50.4,2.65,4.2975
46,0,6
42.9,0,5.25
180.16,4.62,26.3505
160.05,4.95,27.55
398.79,20.99,34.351
39,0,6.4
389.21,12.04,40.3125
140.06,4.33,13.6683
309.86,9.58,35.8768
423.68,22.3,35.901
229.32,4.68,26.72
350.6,18.45,29.7975
2524.15,132.85,217.1
62.13,0,8.57
80,0,12.5
785.7,24.3,24.9
48,0,7
270.04,0,33.85
55.6,0,7.6
199.5,10.5,18.9
141.04,0,17.96
200,0,29
382.74,20.14,36.296
171,0,24.5
230.3,4.7,34.05
112.1,5.9,8.4
347.65,18.3,33.1925
646.94,23.46,35.796
1708.1,89.9,144.6
831.22,25.71,136.9421
480.59,25.29,43.346
170.28,1.72,21.88
14,0,2.2
300,0,75
180,0,45
348.65,18.35,29.45
20,0,11.7
224.2,11.8,28.95
112.77,5.94,8.665
150,0,32
115,0,11.3
41.1,0,5.85
250,0,30.53
14,0,1.94
80,0,7.2
2799.5,346.01,-10.305
5.13,0,0.72
979.7,30.3,70.7
85.5,0,12
1170.4,61.6,99.1
700,0,51.5
2543.34,133.86,241.74
130.95,4.05,17.44
130,0,32.5
540.08,28.43,44.725
451.93,9.22,50.927
499.55,15.45,29.23
342.575,12.425,33.695
2589.605,136.295,223.655
1262.7,45.8,126.0025
218.3,0,31.7
150,0,30
185.46,5.74,17.864
313.2,0,41.64
190.22,3.88,24.318
3099.66,163.14,276.36
121,0,16
115.74,1.17,14.2009
503.5,26.5,43.5
271.32,14.28,22.32
12.5,0,1.63
68,0,11.4
100,0,28
540,0,106.8
245,0,24.48
204.25,10.75,18.25
50,0,5
338.16,0,45.78
156,0,20.4
160,0,68
297.6,12.4,36.1
120,0,18
1329.51,35.49,93.63
40,0,12.22
30,0,3
290.88,9,30.0636
598.68,24.94,48.8252
29,0,9.9
30,0,3.9
179.5,5.55,18.5785
60,0,7.5
426.3,8.7,48.22
14,0,2.2
373.45,19.66,31.885
565.25,29.75,47.65
499.71,24.09,44.7052
269.18,8.33,28.635
90,0,17
399.36,10.24,45.26
19.5,0,2.5
278.88,8.63,26.705
79,0,10.3
94,0,13
99.7,0,12.6
289.48,2.92,36.476
270,0,45
160.05,4.95,16.6
19.93,0.62,1.0335
150,0,17.8
40.6,0,5.69
1280.4,39.6,59.3
279.3,5.7,31.35
1001,99,36.1
278.39,2.81,34.188
229.52,4.68,26.116
220,0,21.85
471.48,9.62,53.078
25,0,3.26
614.01,18.99,60.81
199.38,2.01,25.1661
180,0,43
607.2,31.96,52.472
700.21,36.85,62.797
351.63,10.88,38.075
368.6,11.4,38.2
348.84,18.36,31.44
60,0,14.2
200,0,25.34
734.4,30.6,74.99
110,0,30
92.61,0,10.99
6.48,0,0.84
159.54,3.26,17.854
9,0,1.3
470.89,9.61,56.69
275.17,2.78,40.4105
94,0,10.07
347.9,7.1,39.19
447.15,9.13,50.3944
659.6,20.4,67.1
382.2,7.8,49.7
179.84,9.47,13.835
69,0,9
195,0,25.5
299.25,15.75,27.75
500.52,15.48,55.28
19.44,0,2.52
858.66,45.19,77.8075
726.75,38.25,62.75
72.33,0,9.43
159.29,3.25,17.9292
139.2,4.31,15.085
30.6,0,4.05
315.25,9.75,29.02
99.64,0,12.32
400.48,14.53,39.975
297,15.63,25.1385
886.53,27.42,91.2215
241.25,8.75,25.25
205.8,4.2,24.8
108.98,2.22,12.976
2491.38,131.13,206.975
90,0,12.18
999.61,22.49,112.8138
669.54,13.66,81.656
366.66,11.34,40.74
30.9,0,3.7
345.04,18.16,36.24
27,0,6.5
39.55,1.65,3.712
327.03,6.67,36.926
99.52,3.08,10.212
745.88,19.13,84.025
369.6,13.41,39.945
614.46,12.54,69.11
80,0,7.27
29,0,9.9
546.25,28.75,46.25
1688.1975,88.8525,135.8475
578.5332,11.8068,69.5332
649.92,23.57,63.31785
351.5,18.5,35.3
991.1255,52.1645,83.8755
1360.36,71.6,113.412
348.2,0,47.06
300,0,72
1832.025,46.975,283.375
474.17,14.67,48.8548
31.84,0,3.42
128.25,6.75,12.25
1103.81,58.1,162.255
19,0,4.2
354.45,18.66,49.585
519.01,27.32,39.1335
159,0,24.14
799.29,30.71,79.89
287,0,42.77
50,0,11.4
173.85,9.15,14.75
148.94,3.04,16.9404
190,0,24.7
323,17,27.9
269.28,2.72,32.88
666.48,27.77,78.97
1646.35,86.65,137.4
212.743,11.197,17.903
90,0,11.8
30,0,5
703,37,179.64
60,0,6
55,0,15
