invoiceAmount,invoiceDiscountAmount,invoiceProfit,invoiceDate
464.08,24.43,39.275,1/5/2019 8:38
340,7.5,39,1/5/2019 8:43
470,25,49.25,1/5/2019 8:45
1746.2,63.33,115.10645,1/5/2019 8:45
200,4,29,1/5/2019 8:46
333.74,17.57,22.235,1/5/2019 8:46
1488.56,78.35,130.555,1/5/2019 8:47
100,0,15,1/5/2019 8:49
2460.5,129.5,258.5,1/5/2019 8:53
280,0,36,1/5/2019 8:54
170,0,18.2,1/5/2019 8:55
450,4,57,1/5/2019 8:56
475,25,35,1/5/2019 8:57
169.01,8.9,13.725,1/5/2019 8:57
264.01,13.9,44.405,1/5/2019 8:58
1300,50,58,1/5/2019 8:59
170,8,16.64,1/5/2019 9:05
54.87,0,7.42,1/5/2019 9:09
785.0515,41.3185,65.9515,1/5/2019 9:11
400,23,32,1/5/2019 9:11
96,0,12.56,1/5/2019 9:11
38,0,4.84,1/5/2019 9:11
170,0.1,22.1,1/5/2019 9:12
100,4,9.7,1/5/2019 9:15
640,36.71,52.995,1/5/2019 9:18
40,0,7.2,1/5/2019 9:20
60,3,5.22,1/5/2019 9:20
1057,34,97.4,1/5/2019 9:23
258.69,13.62,24.125,1/5/2019 9:24
34.05,0,4.5,1/5/2019 9:26
596.03,31.37,55.17,1/5/2019 9:28
400.05,44.45,16.75,1/5/2019 9:30
738.23,38.85,64.066,1/5/2019 9:32
1458.73,118.28,128.225,1/5/2019 9:33
190,10,17.6,1/5/2019 9:34
672.6,35.4,57.57,1/5/2019 9:37
686.33,36.12,63.5775,1/5/2019 9:38
471,0,34.8,1/5/2019 9:41
1474.69,45.61,44.591,1/5/2019 9:41
26.13,1.38,2.215,1/5/2019 9:44
360,10,34,1/5/2019 9:46
9,0,2,1/5/2019 9:47
210,10,12,1/5/2019 9:47
40,0,5.9,1/5/2019 9:50
330,0,82.5,1/5/2019 9:51
111.25,5.86,9.245,1/5/2019 9:54
1740.02,91.58,140.27,1/5/2019 9:55
100,0,40,1/5/2019 9:55
130,3,14.25,1/5/2019 9:59
130,0,17.93,1/5/2019 10:07
110,0,14,1/5/2019 10:12
12,0.5,1.13,1/5/2019 10:14
50,4,3.02,1/5/2019 10:20
67.93,3.58,6.1545,1/5/2019 10:34
100,5,5.2,1/5/2019 10:35
6.5,0,0.85,1/5/2019 10:36
206.63,10.88,18.155,1/5/2019 10:36
53.89,2.84,4.6035,1/5/2019 10:38
830,90,70,1/5/2019 10:54
140,5,14.09,1/5/2019 10:54
180,8.5,16.01,1/5/2019 11:03
166.5,0,20.35,1/5/2019 11:08
184.65,0,24.1,1/5/2019 11:12
602.85,31.73,54.141,1/5/2019 11:18
495.9,26.1,42.3,1/6/2019 8:56
266,14,23.7,1/6/2019 9:00
180,0,15,1/6/2019 9:00
129,0,17.5,1/6/2019 9:03
19,0,2.42,1/6/2019 9:16
350,15.7,33.299,1/6/2019 9:22
70,0,10.2,1/6/2019 9:29
180,10,14.6,1/6/2019 9:40
26.6,1.4,2.48,1/6/2019 9:51
458,24.11,43.395,1/6/2019 10:03
99.84,4.16,10.64,1/6/2019 10:12
150,0,14.99,1/6/2019 10:13
250,3.85,27.91,1/6/2019 10:17
280,5,32.2,1/6/2019 10:18
1320,25,142.7,1/6/2019 10:20
899.24,23.06,97.2425,1/6/2019 10:22
398.05,20.95,70.27,1/6/2019 10:34
700,41,58.76,1/6/2019 10:39
220,6,23.38,1/6/2019 10:39
90,0,8.01,1/6/2019 10:41
621.8605,32.7295,52.3005,1/6/2019 10:42
100,0,32.9,1/6/2019 10:44
430,20,42,1/6/2019 10:44
130.2,6.85,12.3475,1/6/2019 10:47
70,0.4,8.8,1/6/2019 10:58
197.6,10.4,19,1/6/2019 11:07
552.81,29.1,48.255,1/6/2019 11:32
300,0,26.05,1/6/2019 11:33
589,31,65.55,1/6/2019 11:46
900,15,122.25,1/6/2019 11:52
370,7.5,53.2,1/6/2019 11:56
2499.83,90.67,196.5325,1/6/2019 12:01
80,5,4.58,1/6/2019 12:01
620,30.72,54.82,1/6/2019 12:02
70,0.4,8.8,1/6/2019 12:05
44,0,5.82,1/6/2019 12:07
200,0,24,1/6/2019 12:10
2,0,0.66,1/6/2019 12:26
70,0,15,1/6/2019 12:37
693.785,36.515,47.365,1/6/2019 12:38
580,20,12.35,1/6/2019 12:40
180,0,18,1/6/2019 12:43
728.58,26.43,31.675,1/6/2019 12:46
70,0,15,1/6/2019 12:54
600.02,31.58,51.42,1/6/2019 12:55
617.5,32.5,65,1/6/2019 12:56
8.1,0,1.1,1/6/2019 12:57
26,0.1,3.3,1/6/2019 1:11
1984.2,0,262.42,1/6/2019 1:11
30,0,6.9,1/6/2019 1:15
20,0,3.2,1/6/2019 1:18
120,0,16,1/6/2019 1:22
620,21,71.34,1/6/2019 1:27
370.69,19.51,33.69,1/6/2019 1:34
220,6,23.38,1/6/2019 1:37
70,2.8,9,1/6/2019 4:21
50,0.4,6.32,1/6/2019 4:27
2203.91,116,182.505,1/6/2019 4:40
210,0,25.46,1/6/2019 4:41
120,6.2,16.4,1/6/2019 4:46
693.36,48.2,52.7986,1/6/2019 4:50
135,5,11,1/6/2019 5:16
160,0,20,1/6/2019 5:20
190,5,21.7,1/6/2019 5:28
30,6,-1.2,1/6/2019 5:43
500,12,50.47,1/6/2019 5:43
2400,123.4,205.75,1/6/2019 5:50
830,46,68,1/6/2019 6:08
148,5.66,14.98,1/6/2019 6:10
129.68,6.83,11.295,1/6/2019 6:17
68.72,4.78,5.2225,1/6/2019 6:22
140,2.88,10.66,1/6/2019 6:22
4910.189,258.431,296.439,1/6/2019 6:27
1729,91,91.87,1/6/2019 6:28
230,10,14,1/6/2019 6:30
40,4,4,1/6/2019 6:32
360,3.06,55.26,1/6/2019 6:37
169.1,8.9,16.3,1/6/2019 6:40
100,0,18.8,1/6/2019 6:40
46.8,0,6.82,1/6/2019 6:41
350,8.1,37.6,1/6/2019 6:45
722,38,62,1/6/2019 6:45
520.5,16.1,53.902,1/6/2019 6:47
516.71,27.2,46.305,1/6/2019 6:47
240,1,31.48,1/6/2019 6:48
14,0,2.2,1/6/2019 6:50
251.76,9.13,25.30885,1/6/2019 6:51
200,0,27,1/6/2019 6:52
543.69,28.62,48.3945,1/6/2019 7:00
293.5,4.1,36.78,1/6/2019 7:04
299.25,15.75,24.85,1/6/2019 7:06
218.9,0,28.4,1/6/2019 7:06
120,0,12.38,1/6/2019 7:07
50,0,6.75,1/6/2019 7:07
360,18,34.08,1/6/2019 7:09
20,3.1,0.05,1/6/2019 7:10
150,0,19.57,1/6/2019 7:11
522.5,27.5,73,1/6/2019 7:21
178,0,34.49,1/6/2019 7:23
178.6,9.4,15.12,1/6/2019 7:25
950.9,20,109.8,1/6/2019 7:29
762.65,23.59,71.4528,1/6/2019 7:34
960,30,68.46,1/6/2019 7:34
45,3.4,2.92,1/6/2019 7:36
480,8.35,64.915,1/6/2019 7:37
300,0,40.5,1/6/2019 7:37
60,0,16.4,1/6/2019 7:40
61.45,3.23,5.166,1/6/2019 7:43
170,1.5,20.8,1/6/2019 7:48
1150,42.72,112.1484,1/6/2019 7:48
50,0.69,3.38,1/6/2019 7:50
40,5,1.2,1/6/2019 7:52
3209.86,168.94,245.45,1/6/2019 7:57
562.86,29.62,47.656,1/6/2019 7:58
538.65,28.35,49.77,1/6/2019 7:58
260,5,34.75,1/6/2019 7:59
480,20,150,1/6/2019 7:59
550,10,70,1/6/2019 8:03
130,0,17.93,1/6/2019 8:03
460,28.31,35.3845,1/6/2019 8:06
455.05,23.95,45.93,1/6/2019 8:09
260,6.2,30,1/6/2019 8:10
410.37,28.53,31.9715,1/6/2019 8:12
1065.9,56.1,89.9,1/6/2019 8:12
280,0,35.91,1/6/2019 8:13
1457.15,52.85,96.65,1/6/2019 8:14
555,21,18.62,1/6/2019 8:15
800,10,65.79,1/6/2019 8:16
500,19.6,47.6,1/6/2019 8:16
180,0,45,1/6/2019 8:17
240,5,19.48,1/6/2019 8:18
335.16,17.64,29.05,1/6/2019 8:21
480,14,50,1/6/2019 8:24
75,0,12,1/6/2019 8:28
112.77,5.94,8.665,1/6/2019 8:30
90,0,12,1/6/2019 8:32
80,0,18,1/6/2019 8:33
302.1,15.9,23,1/6/2019 8:37
560,30.6,48.2,1/6/2019 8:37
20,0.55,1.1,1/6/2019 8:37
880,30,50,1/6/2019 8:38
430,17,46,1/6/2019 8:38
543.21,28.59,49.26,1/6/2019 8:39
310,10,31.74,1/6/2019 8:39
340,5,13.6,1/6/2019 8:43
55,0,8,1/6/2019 8:43
40,0.31,4.02,1/6/2019 8:45
79.9,2,8.74,1/6/2019 8:48
101.66,9.34,5.41,1/6/2019 8:49
487.3,31.1,36.516,1/6/2019 8:50
20,0,2.6,1/6/2019 8:52
316.35,16.65,27.6,1/6/2019 8:54
246.53,12.98,17.295,1/6/2019 8:55
566.85,29.83,48.146,1/6/2019 8:58
600,10,81.5,1/6/2019 9:00
421.8,22.2,36.8,1/6/2019 9:04
5,0,1.3,1/6/2019 9:06
60,1.25,7,1/6/2019 9:09
70,4,8.15,1/6/2019 9:18
200,14.8,16.5,1/6/2019 9:21
100,0,14.2,1/6/2019 9:25
330,10,29.2,1/6/2019 9:31
20,0.55,1.1,1/6/2019 9:32
960,22.5,32.8,1/6/2019 9:33
50,2.5,4.4,1/6/2019 9:33
510,27.31,44.275,1/6/2019 9:49
312.05,16.42,27.4365,1/6/2019 9:53
521.55,27.45,49.65,1/6/2019 9:56
912,48,63.84,1/6/2019 10:06
334.88,17.63,28.375,1/6/2019 10:08
340,5,28.5,1/22/2019 12:25
46,0,6.85,1/6/2019 10:30
282.44,14.87,23.3945,1/6/2019 10:14
110,0,30,1/6/2019 10:15
50,0,7.5,1/6/2019 10:25
390,17.4,37.25,1/6/2019 10:31
210,10,45,1/6/2019 10:35
270,5,20,1/6/2019 10:36
10,0,2.9,1/6/2019 10:36
150,3.1,17.2,1/6/2019 10:46
838.65,58.3,60.39825,1/6/2019 10:48
1265.4,0,76.65,1/6/2019 10:51
336.3,17.7,30.65,1/6/2019 11:01
120,5,8.3,1/6/2019 11:07
160,7.7,13,1/6/2019 11:18
273.89,14.42,24.485,1/6/2019 11:24
250,0,30,1/7/2019 8:55
60,0,7.84,1/7/2019 8:57
60,3,5.22,1/7/2019 9:27
30,2.1,2.2,1/7/2019 9:31
100,2.6,11.44,1/7/2019 9:38
390.07,20.53,29.77,1/7/2019 9:49
713.36,37.55,62.705,1/7/2019 9:55
560,22.3,19.77,1/7/2019 10:01
220,5,18.2,1/7/2019 10:11
109.5,0.5,15.46,1/7/2019 10:31
169.73,7.07,17.728,1/7/2019 10:31
480,6,100.3,1/7/2019 10:42
2.7,0,0.24,1/7/2019 10:48
13.5,0,1.2,1/7/2019 10:49
50,0.85,5.65,1/7/2019 11:02
15.2,0,2.34,1/7/2019 11:09
430,10,12.9,1/7/2019 11:23
1108.08,58.32,114.38,1/7/2019 11:25
60,0,13.86,1/7/2019 11:34
21.09,1.11,1.59,1/7/2019 11:40
150,0,25,1/7/2019 11:40
206.63,10.88,26.625,1/7/2019 11:41
30,0,9.2,1/7/2019 11:56
30,0,10,1/7/2019 11:59
40,0,6,1/7/2019 12:17
208.05,10.95,17.6,1/7/2019 12:29
327.4,0,43.74,1/7/2019 12:32
80,9.3,1.7,1/7/2019 12:45
170,0,18.2,1/7/2019 12:49
723.95,38.1,74.2975,1/7/2019 12:55
65,1.44,5.24,1/7/2019 12:58
390,10,29.96,1/7/2019 1:00
1900,50,219,1/7/2019 1:10
280,5,38,1/7/2019 1:18
190,11.6,14,1/7/2019 4:10
12.5,0,1.63,1/7/2019 4:12
455,0,45.59,1/7/2019 4:21
380,20,32,1/7/2019 4:24
140,3,16.8,1/7/2019 4:30
25,0.6,2.8,1/7/2019 4:38
80,6.64,4.598,1/7/2019 4:39
475.86,25.05,42.455,1/7/2019 4:52
586.82,30.89,53.355,1/7/2019 4:54
180,0,45,1/7/2019 5:00
40,0,6,1/7/2019 5:10
500,0,175,1/7/2019 5:24
130,1,16.4,1/7/2019 5:30
4100,150,600,1/7/2019 5:32
120,2.9,13.7,1/7/2019 5:39
551,29,47.75,1/7/2019 5:55
274.08,14.43,25.87,2/20/2019 5:50
10,0,2.2,1/7/2019 5:59
10,0,2.9,1/7/2019 6:00
480,20,26,1/7/2019 6:04
140,2.8,16.8,1/7/2019 6:15
200,13.15,14.6525,1/7/2019 6:21
530,20,106,1/7/2019 6:29
99.75,5.25,9.31,1/7/2019 6:33
1030,57.5,76,1/7/2019 6:33
475.21,25.01,37.149,1/7/2019 6:34
285,15,24,1/7/2019 6:35
50,0,6,1/7/2019 6:37
860,25,62.7,1/7/2019 6:38
700.8,29.2,80.4,1/7/2019 6:41
120,4,14,1/7/2019 6:43
190,0,27,1/7/2019 6:44
400,9.2,43.85,1/7/2019 6:49
880,30,50,1/7/2019 6:51
190,4.6,20.08,1/7/2019 7:01
550,20,75,1/7/2019 7:06
300.01,15.79,28.91,1/7/2019 7:09
531.81,27.99,44.91,1/7/2019 7:11
1785.25,64.75,120.25,1/7/2019 7:13
279.93,11.66,26.4264,1/7/2019 7:14
650,15,72.57,1/7/2019 7:24
120,1.44,14.38,1/7/2019 7:26
100,4,9.6,1/7/2019 7:28
160,4,17.5,1/7/2019 7:32
48,0,6.28,1/7/2019 7:38
20,0,2.8,1/7/2019 7:42
498.465,26.235,40.065,1/7/2019 7:56
240,10,40,1/7/2019 7:56
1091.95,57.47,98.789,1/7/2019 8:02
940,0,190,1/7/2019 8:04
1306.25,68.75,107.25,1/7/2019 8:07
37,0,4.7,1/7/2019 8:10
314.98,17.02,25.68,1/7/2019 8:11
1030,21,102.16,1/7/2019 8:13
512.53,26.98,47.975,1/7/2019 8:14
80,1.9,8.84,1/7/2019 8:14
160,0,20.5,1/7/2019 8:16
420,15,56.63,1/7/2019 8:20
56.24,2.96,5.04,1/7/2019 8:21
77.32,0,10.16,1/7/2019 8:23
57.78,0,7.74,1/7/2019 8:24
200,6.4,21.8,1/7/2019 8:25
80,4,7.64,1/7/2019 8:26
70,0,10.2,1/7/2019 8:27
810.6,29.4,80.6,1/7/2019 8:27
130,0,19.5,1/7/2019 8:28
140,0,18,1/7/2019 8:28
494,26,42,1/7/2019 8:31
288.38,8.92,29.941,1/7/2019 8:33
468.92,24.68,40.12,1/7/2019 8:33
180,0,20.7,1/7/2019 8:35
30,0,3,1/7/2019 8:35
100,2.4,10.9,1/7/2019 8:37
85,2.3,9.2,1/7/2019 8:37
90,4.5,7.8,1/7/2019 8:38
130,5,16,1/7/2019 8:46
615.82,32.41,47.0185,1/7/2019 8:50
850,29.3,83.801,1/7/2019 8:55
135,1.44,17.88,1/7/2019 8:56
14.6,0,2.19,1/7/2019 8:57
80,0,10.75,1/7/2019 8:59
40,0,25,1/7/2019 8:59
313.67,0,46.06,1/7/2019 9:04
357.68,18.83,30.275,1/7/2019 9:06
636.08,19.67,78.2375,1/7/2019 9:06
90,0,20.79,1/7/2019 9:07
146.97,7.74,12.865,1/7/2019 9:09
754.35,0,98.29,1/7/2019 9:14
503.5,26.5,42.5,1/7/2019 9:14
387.56,20.4,35.202,1/7/2019 9:16
130,0.7,18.3,1/7/2019 9:16
633.65,33.35,56.65,1/7/2019 9:17
100,0.44,12.52,1/7/2019 9:17
140,2.5,17,1/7/2019 9:18
140,0,17.5,1/7/2019 9:18
1190,40,81.85,1/7/2019 9:19
38,0,4.84,1/7/2019 9:21
299.73,10.87,29.579,1/7/2019 9:22
20,0,4.4,1/7/2019 9:28
69.88,0,12.31,1/7/2019 9:32
513.04,27,43.428,1/7/2019 9:34
95.4,0,14.4,1/7/2019 9:34
30,1.5,2.61,1/7/2019 9:37
240,10,40,1/7/2019 9:38
220.02,7.98,22.82,1/7/2019 9:43
20,0,12.5,1/7/2019 9:44
60,0,12,1/7/2019 9:47
2060,109,174.2,1/7/2019 9:48
110,5,6.3,1/7/2019 9:49
1485,165,50,1/7/2019 9:51
179.55,9.45,13.74,1/7/2019 9:53
1616.38,58.63,160.375,1/7/2019 9:56
320.77,11.63,34.866,1/7/2019 9:57
280,4,35.61,1/7/2019 10:04
129.1,0,17.7,1/7/2019 10:07
215,0,34.58,1/7/2019 10:08
660.58,27.52,63.446,1/7/2019 10:09
70,0,12,1/7/2019 10:09
199.5,10.5,20.43,1/7/2019 10:10
426.55,22.45,36.55,1/7/2019 10:11
30,0,6.93,1/7/2019 10:16
1539.14,81.01,124.4925,1/7/2019 10:16
398.05,20.95,34.25,1/7/2019 10:27
16.44,0,1.32,1/7/2019 10:35
975,30,69.6,1/7/2019 10:49
50,0,4.5,1/7/2019 10:50
76.5,0,11.05,1/7/2019 10:56
144.3,0,18.8,1/7/2019 11:07
300,11.7,30.5,1/7/2019 11:10
200,15,14.5,1/8/2019 9:00
720,20,93.4,1/8/2019 9:15
190,11.62,15.959,1/8/2019 9:23
460,15,47,1/8/2019 9:23
150,6,13.24,1/8/2019 9:30
55,0,15,1/8/2019 9:34
60,2.5,18.75,1/8/2019 9:40
2820.46,148.45,275.555,1/8/2019 9:54
605.82,31.89,50.765,1/8/2019 10:07
960,30,87,1/8/2019 10:16
266,14,23.16,1/8/2019 10:18
60,0,14.9,1/8/2019 10:25
35,1.8,3,1/8/2019 10:32
667.76,35.15,57.215,1/8/2019 10:36
50,1,5.7,1/8/2019 10:43
390,10,44.6,1/8/2019 10:49
170,0,22.5,1/8/2019 10:53
420.85,22.15,58.25,1/8/2019 11:04
550,5.25,71.39,1/8/2019 11:06
100,2.7,10.26,1/8/2019 11:08
399.74,13.21,43.3356,1/8/2019 11:28
40,0,12.2,1/8/2019 11:32
160,16,6,1/8/2019 11:39
125,3.4,13.88,1/8/2019 11:44
270,10,26.96,1/8/2019 11:46
75,2.32,7.84,1/8/2019 11:55
1100,31.2,72.26,1/8/2019 11:57
200,1,24.56,1/8/2019 12:07
860,25,62.7,1/8/2019 12:08
740,20,64.25,1/8/2019 12:14
40,0,6,1/8/2019 12:19
621.44,32.71,50.8725,1/8/2019 12:33
120,4,14,1/8/2019 12:50
150,0,22.5,1/8/2019 12:53
200,0,27,1/8/2019 1:03
2.75,0,0.37,1/8/2019 1:07
60,0,13.86,1/8/2019 1:08
160,5,11.35,1/8/2019 1:33
55,0,10,1/8/2019 1:34
430,5,54.83,1/8/2019 1:35
154.01,8.11,11.844,1/8/2019 4:41
1010.84,36.66,112.4375,1/8/2019 4:42
10,0,2.6,1/8/2019 5:02
296.4,15.6,25.8,1/8/2019 5:09
240,5,19.48,1/8/2019 5:13
830,43.91,77.395,1/8/2019 5:15
173.38,9.13,15.475,1/8/2019 5:15
310,16.6,24,1/8/2019 5:19
240,10,23.08,1/8/2019 5:21
312.74,16.46,28.01,1/8/2019 5:21
189.39,7.89,7.9488,1/8/2019 5:31
170,3.5,19.1,1/8/2019 5:35
440,10,66,2/20/2019 5:51
150,0,32,1/8/2019 5:41
270,5.9,31.2,1/8/2019 5:43
100,5,3.56,1/8/2019 5:45
48,0,6.28,1/8/2019 5:51
50,0,7.6,1/8/2019 5:54
621.87,19.23,64.667,1/8/2019 5:56
35.4,0,4.68,1/8/2019 6:08
270,15,22,1/8/2019 6:13
1020,56.52,80.904,1/8/2019 6:13
77.32,0,10.16,1/8/2019 6:30
82.94,4.37,7.135,1/8/2019 6:31
125,1.44,11.88,1/8/2019 6:40
278.2,8.6,26.616,1/8/2019 6:41
340,8,36.85,1/8/2019 6:50
60,0.6,7.3,1/8/2019 6:58
360,17.4,37.6,1/8/2019 7:02
379.15,19.96,30.405,1/8/2019 7:14
427.5,22.5,36.5,1/8/2019 7:14
140,0,18.9,1/8/2019 7:20
169.58,8.93,14.375,1/8/2019 7:21
140,5.32,11.12,1/8/2019 7:23
300,10,21,1/8/2019 7:37
478.8,25.2,36.64,1/8/2019 7:40
170,5,18.92,1/8/2019 7:42
77,0,8.87,1/8/2019 7:45
500,26.84,40.488,1/8/2019 7:48
689.7,36.3,58.23,1/8/2019 7:53
180,0,23,1/8/2019 7:55
370,3,38.95,1/8/2019 7:55
680,15.5,72.3,1/8/2019 7:56
30,1.5,2.6,1/8/2019 7:58
931.26,64.74,65.16,1/8/2019 7:59
390,4,48.94,1/8/2019 8:02
120,0,27.72,1/8/2019 8:04
200,0,27.6,1/8/2019 8:05
230,3,27.8,1/8/2019 8:09
570,8,233.17,1/8/2019 8:13
250,4.2,29.15,1/8/2019 8:15
1420,55,90.87,2/4/2019 12:43
300.98,10.92,26.1235,1/8/2019 8:18
120,2.1,13.32,1/8/2019 8:19
100,5,11.3,1/8/2019 8:20
320,17.2,28,1/8/2019 8:21
300,6.6,31.54,1/8/2019 8:22
48,0,6.28,1/8/2019 8:32
260,0,32,1/8/2019 8:35
1180.76,62.15,100.255,1/8/2019 8:36
1065.9,56.1,87.3,1/8/2019 8:41
40,0.39,5.14,1/8/2019 8:41
592.32,24.68,51.12,1/8/2019 8:42
779.23,54.17,54.229,1/8/2019 8:45
154.32,8.12,10.558,1/8/2019 8:48
190,5,20,1/8/2019 8:48
150,3,18.95,1/8/2019 8:49
331.2,13.8,31.2,1/8/2019 8:51
67.49,3.55,4.928,1/8/2019 8:52
330,18.44,27.078,1/8/2019 8:53
434.76,22.88,36.758,1/8/2019 8:57
150,6.8,14.6,1/8/2019 8:58
200,10,18,1/8/2019 8:59
442.89,23.31,39.65,1/8/2019 9:00
125,2.9,15,1/8/2019 9:00
2075.6,109.24,175.698,1/8/2019 9:03
50,0,5,1/8/2019 9:04
526.15,27.69,43.818,1/8/2019 9:04
78.17,5.43,5.366,1/8/2019 9:06
210,3,16.81,1/8/2019 9:08
1050,24.06,119.36,1/8/2019 9:14
611.78,32.2,51.771,1/8/2019 9:15
170,4.6,20,1/8/2019 9:16
260,0,28.88,1/8/2019 9:16
542.62,28.56,45.061,1/8/2019 9:18
637.93,33.58,119.125,1/8/2019 9:19
400,8.66,42.67,1/8/2019 9:22
80,2.2,9.3,1/8/2019 9:22
200,4.55,30.46,1/8/2019 9:23
250,2.54,32.5,1/8/2019 9:23
510.63,26.88,45.625,1/8/2019 9:27
1800,105.75,147.2525,1/8/2019 9:29
283.5,31.5,11.9,1/8/2019 9:30
340,5,13.6,1/8/2019 9:31
475,25,40.03,1/8/2019 9:33
50,1.02,5.77,1/8/2019 9:36
499.3675,26.2825,41.9575,1/8/2019 9:36
714.07,37.58,61.1175,1/8/2019 9:40
130,6,18.32,1/8/2019 9:40
500,30,42.4,1/8/2019 9:41
41.8,2.2,3.54,1/8/2019 9:41
399,21,36.75,1/8/2019 9:42
80,0,7.2,1/8/2019 9:43
44.84,2.36,4.84,1/8/2019 9:48
49.88,2.63,4.225,1/8/2019 9:48
350,14.1,35.7,1/8/2019 9:53
215,10.75,18.7,1/8/2019 9:54
170,5,31.1,1/8/2019 9:56
100,5,9.5,1/8/2019 9:58
226.1,11.9,19.04,1/8/2019 9:59
1500,77,76.7,1/8/2019 10:08
18,0,3.94,1/8/2019 10:10
200,6.5,20.45,1/8/2019 10:14
522.5,27.5,49.5,1/8/2019 10:15
2310.48,121.6,187.666,1/8/2019 10:16
653.32,34.39,59.215,1/8/2019 10:18
730.39,38.44,59.8685,1/8/2019 10:27
120,5,13.42,1/8/2019 10:30
2431.05,127.95,127.95,1/8/2019 10:32
57.5,0,6.13,1/8/2019 10:35
470,15,52,1/8/2019 10:35
2100,150,75,1/8/2019 10:36
260,11.15,25.95,1/8/2019 10:40
200,0,24,1/8/2019 10:45
13.8,0,3.22,1/8/2019 10:50
500,20,48,1/22/2019 12:26
200,2.83,24.09,1/8/2019 11:00
120,0,10.8,1/8/2019 11:02
360,17.5,38.39,1/8/2019 11:11
1200,50,50,1/9/2019 8:58
840,20,25.96,1/9/2019 9:10
50,0,6,1/9/2019 9:13
20,0,6.4,1/9/2019 9:20
730,20,48.18,1/9/2019 9:22
1010,40,75,1/9/2019 9:39
330,18.4,30.4,1/9/2019 10:06
150,0,21,1/9/2019 10:08
976.6,51.4,89.28,1/9/2019 10:13
60,6,3.1,1/9/2019 10:15
340,5,33.86,1/9/2019 10:27
446.92,23.52,36.768,1/9/2019 10:41
640,27,63,1/9/2019 10:49
2740,90,231.5,1/9/2019 10:53
946.998,49.842,81.418,1/9/2019 11:16
299,0,45.2,1/9/2019 11:23
510.15,26.85,43.25,1/9/2019 11:44
600,32,83.63,1/9/2019 11:46
120,5,8.89,1/9/2019 12:05
110,0,15.34,1/9/2019 12:22
350,14.4,33.6,1/9/2019 12:31
480,20,150,1/9/2019 12:47
110,5,20,1/9/2019 12:56
150,0,25,1/9/2019 12:59
350,0,75,1/9/2019 1:28
475,25,40,1/9/2019 1:29
420,10,94,1/9/2019 1:31
185,5,45,1/9/2019 1:36
12,0,2.64,1/9/2019 4:33
190,11.75,15.2525,1/9/2019 4:55
20.09,1.06,1.6925,1/9/2019 5:13
8561.78,450.62,491.28,1/9/2019 5:25
550,10,70,1/9/2019 5:25
198.87,10.47,17.763,1/9/2019 5:28
380,20,35,1/9/2019 5:33
1870,94,266,1/9/2019 5:50
1120,56,114.7,1/9/2019 5:56
174.04,9.16,14.64,1/9/2019 5:59
100,0,13,1/9/2019 6:00
218.64,6.76,22.118,1/9/2019 6:01
1530,50,110,1/9/2019 6:04
1520,44.1,150.92,1/9/2019 6:21
90,0,9,1/9/2019 6:25
150,7.5,13.05,1/9/2019 6:26
55,0,8.15,1/9/2019 6:26
100,0.6,13.93,1/9/2019 6:32
45,3.3,3,1/9/2019 6:34
50,2,3,1/9/2019 6:38
432.25,22.75,37.65,1/9/2019 6:39
444.08,23.37,34.5775,1/9/2019 6:48
942.31,49.6,84.595,1/9/2019 6:49
130,0,16,1/9/2019 6:50
50,5,0,1/9/2019 6:53
45.98,0,6.51,1/9/2019 7:00
280,5,38,1/9/2019 7:01
294.98,15.53,24.975,1/9/2019 7:02
1080,40,61.85,1/9/2019 7:06
99.75,5.25,9.25,1/9/2019 7:09
110,5,6.3,1/9/2019 7:17
5800,437,380.6,1/9/2019 7:23
420,21,39.76,1/9/2019 7:26
670,28,57.48,1/9/2019 7:27
2861.5,88.5,179.68,1/9/2019 7:27
1480,40,146.5,1/9/2019 7:28
50,2.8,4.2,1/9/2019 7:32
45,0,6.09,1/9/2019 7:33
600,13.5,67.29,1/9/2019 7:34
1621.2,58.8,143.68,1/9/2019 7:37
70,1.2,7.8,1/9/2019 7:38
330,15,3.6,1/9/2019 7:38
20,5.8,-2.35,1/9/2019 7:42
33.8,0,5.02,1/9/2019 7:45
165,3,12.95,1/9/2019 7:46
300,15,23.65,1/9/2019 7:47
605.25,31.86,51.245,1/9/2019 7:47
80,0,8.57,1/9/2019 7:49
300,0,39,1/9/2019 7:53
222.49,11.71,18.89,1/9/2019 7:57
710,22.85,72.08,1/9/2019 7:59
20,0,4.4,1/9/2019 8:02
130,0.5,16.45,1/9/2019 8:03
96,0,12.56,1/9/2019 8:07
1179.24,88.76,76.84,1/9/2019 8:13
80,0,10,1/9/2019 8:18
260,0,36.2,1/9/2019 8:18
179.6,0,23.44,1/9/2019 8:20
323.11,17.01,30.594,1/9/2019 8:21
752.21,39.59,66.95,1/9/2019 8:26
60,0,8,1/9/2019 8:26
340,4.2,43.77,1/9/2019 8:29
1200,37.6,85.2,1/9/2019 8:32
180,5.1,19.2,1/9/2019 8:35
331.87,30.84,35,1/10/2019 11:56
190,5,20.41,1/9/2019 8:37
440,25,100.5,1/9/2019 8:38
238,0,22.73,1/9/2019 8:40
199.5,10.5,17.9,1/9/2019 8:40
30,0,3,1/9/2019 8:41
80,4,8.24,1/9/2019 8:43
40,2.3,3.2,1/9/2019 8:45
110.98,4.03,10.975,1/9/2019 8:49
140,3,16.8,1/9/2019 8:49
